latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
34.973637,-2.4015198,105.0,0,GMT,GMT

time,temperature_2m (°C),relative_humidity_2m (%),cloud_cover (%),wind_speed_10m (km/h),wind_direction_100m (°),soil_temperature_0_to_7cm (°C),soil_temperature_7_to_28cm (°C),soil_temperature_28_to_100cm (°C),rain (mm),precipitation (mm),et0_fao_evapotranspiration (mm)
2024-12-23T17:00,13.9,73,0,8.5,69,15.5,13.8,15.6,0.00,0.00,0.04
2024-12-23T18:00,12.2,79,0,3.3,72,14.0,13.9,15.6,0.00,0.00,0.00
2024-12-23T19:00,11.4,80,0,4.8,54,12.7,13.9,15.6,0.00,0.00,0.00
2024-12-23T20:00,11.0,82,0,3.7,70,11.8,13.8,15.6,0.00,0.00,0.00
2024-12-23T21:00,10.7,81,0,2.2,63,10.9,13.7,15.6,0.00,0.00,0.00
2024-12-23T22:00,10.5,79,0,2.2,74,10.3,13.6,15.6,0.00,0.00,0.00
2024-12-23T23:00,10.2,73,0,2.1,78,9.7,13.4,15.6,0.00,0.00,0.00
2024-12-24T00:00,10.0,67,0,1.5,68,9.2,13.2,15.5,0.00,0.00,0.00
2024-12-24T01:00,8.9,73,0,0.4,56,8.4,13.0,15.5,0.00,0.00,0.00
2024-12-24T02:00,8.5,69,0,1.0,63,8.1,12.8,15.5,0.00,0.00,0.00
2024-12-24T03:00,8.0,64,0,1.5,65,7.8,12.6,15.5,0.00,0.00,0.00
2024-12-24T04:00,8.1,59,0,0.4,58,7.5,12.3,15.5,0.00,0.00,0.00
2024-12-24T05:00,8.3,57,0,0.4,58,7.2,12.1,15.5,0.00,0.00,0.00
2024-12-24T06:00,8.1,56,0,0.2,54,6.9,11.9,15.5,0.00,0.00,0.00
2024-12-24T07:00,7.5,56,0,0.8,43,6.7,11.6,15.5,0.00,0.00,0.00
2024-12-24T08:00,7.5,62,0,3.4,309,6.8,11.4,15.5,0.00,0.00,0.02
2024-12-24T09:00,10.5,65,0,6.1,285,8.1,11.3,15.5,0.00,0.00,0.07
2024-12-24T10:00,13.2,54,0,5.9,312,10.0,11.2,15.5,0.00,0.00,0.16
2024-12-24T11:00,14.9,49,0,5.3,345,11.9,11.3,15.4,0.00,0.00,0.24
2024-12-24T12:00,15.9,46,0,7.4,8,13.5,11.5,15.4,0.00,0.00,0.29
2024-12-24T13:00,16.6,42,0,5.8,10,14.7,11.6,15.4,0.00,0.00,0.30
2024-12-24T14:00,16.7,43,0,7.2,22,15.4,11.9,15.4,0.00,0.00,0.27
2024-12-24T15:00,16.2,50,0,9.8,40,15.5,12.2,15.4,0.00,0.00,0.21
2024-12-24T16:00,15.2,59,0,8.6,47,15.1,12.5,15.4,0.00,0.00,0.12
2024-12-24T17:00,12.0,72,0,5.9,58,13.8,12.6,15.4,0.00,0.00,0.03
2024-12-24T18:00,11.4,74,0,3.6,62,12.4,12.7,15.4,0.00,0.00,0.00
2024-12-24T19:00,11.2,75,0,2.4,53,11.3,12.7,15.4,0.00,0.00,0.00
2024-12-24T20:00,11.1,76,0,0.9,41,10.4,12.6,15.4,0.00,0.00,0.00
2024-12-24T21:00,10.1,81,0,1.8,2,9.7,12.5,15.4,0.00,0.00,0.00
2024-12-24T22:00,9.3,85,0,4.6,289,9.3,12.4,15.4,0.00,0.00,0.00
2024-12-24T23:00,8.5,87,0,5.0,276,9.2,12.3,15.3,0.00,0.00,0.00
2024-12-25T00:00,8.0,83,0,6.4,264,8.9,12.1,15.3,0.00,0.00,0.00
2024-12-25T01:00,7.2,82,0,5.9,273,8.2,12.1,15.3,0.00,0.00,0.00
2024-12-25T02:00,6.9,75,0,4.6,285,7.9,11.9,15.3,0.00,0.00,0.00
2024-12-25T03:00,7.0,67,0,2.3,307,7.5,11.7,15.3,0.00,0.00,0.00
2024-12-25T04:00,6.8,62,0,3.6,268,7.2,11.5,15.3,0.00,0.00,0.00
2024-12-25T05:00,6.4,62,0,5.9,258,7.0,11.3,15.3,0.00,0.00,0.01
2024-12-25T06:00,6.0,62,0,5.8,257,6.9,11.1,15.3,0.00,0.00,0.01
2024-12-25T07:00,5.3,62,0,4.3,273,6.7,11.0,15.3,0.00,0.00,0.00
2024-12-25T08:00,6.7,60,0,3.6,268,6.8,10.8,15.2,0.00,0.00,0.02
2024-12-25T09:00,10.8,60,0,6.0,251,8.0,10.7,15.2,0.00,0.00,0.08
2024-12-25T10:00,14.3,57,0,4.3,347,10.0,10.7,15.2,0.00,0.00,0.16
2024-12-25T11:00,16.1,48,0,5.9,6,12.0,10.8,15.2,0.00,0.00,0.24
2024-12-25T12:00,17.1,47,0,7.4,360,13.6,11.0,15.2,0.00,0.00,0.29
2024-12-25T13:00,17.0,49,0,9.6,12,14.2,11.2,15.2,0.00,0.00,0.30
2024-12-25T14:00,17.0,54,0,10.6,27,15.0,11.5,15.2,0.00,0.00,0.27
2024-12-25T15:00,16.9,55,0,9.9,34,15.3,11.8,15.1,0.00,0.00,0.21
2024-12-25T16:00,15.6,62,0,6.7,43,14.9,12.1,15.1,0.00,0.00,0.12
2024-12-25T17:00,12.5,70,0,4.6,55,13.7,12.3,15.1,0.00,0.00,0.03
2024-12-25T18:00,12.1,72,0,2.3,54,12.2,12.3,15.1,0.00,0.00,0.00
2024-12-25T19:00,12.2,72,0,1.2,56,11.2,12.4,15.1,0.00,0.00,0.00
2024-12-25T20:00,12.4,72,0,1.5,54,10.4,12.3,15.1,0.00,0.00,0.00
2024-12-25T21:00,12.1,72,0,1.7,47,9.8,12.2,15.1,0.00,0.00,0.00
2024-12-25T22:00,11.7,73,0,1.9,46,9.3,12.1,15.1,0.00,0.00,0.00
2024-12-25T23:00,11.0,75,0,1.3,40,8.8,12.0,15.1,0.00,0.00,0.00
2024-12-26T00:00,10.4,78,0,1.5,37,8.4,11.8,15.1,0.00,0.00,0.00
2024-12-26T01:00,9.6,78,0,1.1,27,7.4,11.8,15.1,0.00,0.00,0.00
2024-12-26T02:00,9.1,78,0,2.5,357,7.3,11.6,15.1,0.00,0.00,0.00
2024-12-26T03:00,8.3,80,0,4.8,319,7.3,11.4,15.1,0.00,0.00,0.00
2024-12-26T04:00,8.2,81,0,5.4,311,7.5,11.2,15.1,0.00,0.00,0.00
2024-12-26T05:00,7.6,83,0,4.1,334,7.6,11.1,15.0,0.00,0.00,0.00
2024-12-26T06:00,7.4,79,0,3.0,14,7.4,10.9,15.0,0.00,0.00,0.00
2024-12-26T07:00,8.1,72,0,1.5,37,7.2,10.8,15.0,0.00,0.00,0.00
2024-12-26T08:00,9.6,68,0,0.9,48,7.2,10.6,15.0,0.00,0.00,0.01
2024-12-26T09:00,12.6,60,0,5.0,39,8.7,10.6,15.0,0.00,0.00,0.08
2024-12-26T10:00,15.0,58,0,10.6,34,10.5,10.6,15.0,0.00,0.00,0.18
2024-12-26T11:00,15.9,56,0,16.3,45,12.1,10.7,15.0,0.00,0.00,0.25
2024-12-26T12:00,16.3,53,0,16.3,47,13.5,11.0,14.9,0.00,0.00,0.29
2024-12-26T13:00,16.6,54,0,16.6,49,14.5,11.1,14.9,0.00,0.00,0.29
2024-12-26T14:00,16.5,56,0,17.0,53,15.1,11.4,14.9,0.00,0.00,0.27
2024-12-26T15:00,16.2,59,0,16.6,55,15.2,11.7,14.9,0.00,0.00,0.21
2024-12-26T16:00,15.3,65,0,14.5,55,14.8,12.0,14.9,0.00,0.00,0.13
2024-12-26T17:00,12.9,79,0,8.8,54,13.9,12.2,14.9,0.00,0.00,0.03
2024-12-26T18:00,11.0,87,0,6.3,62,12.6,12.3,14.9,0.00,0.00,0.00
2024-12-26T19:00,11.0,86,0,2.7,65,11.5,12.3,14.9,0.00,0.00,0.00
2024-12-26T20:00,11.0,83,0,1.7,59,10.6,12.3,14.9,0.00,0.00,0.00
2024-12-26T21:00,10.7,81,0,1.7,49,9.8,12.2,14.9,0.00,0.00,0.00
2024-12-26T22:00,10.1,81,0,0.9,39,9.1,12.1,14.9,0.00,0.00,0.00
2024-12-26T23:00,9.2,85,0,1.0,22,8.6,12.0,14.9,0.00,0.00,0.00
2024-12-27T00:00,8.6,87,0,1.2,22,8.2,11.8,14.9,0.00,0.00,0.00
2024-12-27T01:00,7.9,82,0,2.1,5,7.7,11.8,14.9,0.00,0.00,0.00
2024-12-27T02:00,7.5,87,0,8.8,253,7.7,11.6,14.9,0.00,0.00,0.00
2024-12-27T03:00,6.0,94,0,11.0,263,7.7,11.4,14.9,0.00,0.00,0.00
2024-12-27T04:00,5.5,93,0,7.8,265,7.6,11.2,14.8,0.00,0.00,0.00
2024-12-27T05:00,5.0,91,11,5.9,261,7.4,11.1,14.8,0.00,0.00,0.00
2024-12-27T06:00,4.2,90,24,4.4,265,7.1,10.9,14.8,0.00,0.00,0.00
2024-12-27T07:00,3.9,84,15,3.9,257,6.8,10.8,14.8,0.00,0.00,0.00
2024-12-27T08:00,5.0,75,13,3.8,275,6.8,10.6,14.8,0.00,0.00,0.01
2024-12-27T09:00,8.1,80,25,4.0,347,7.8,10.5,14.8,0.00,0.00,0.05
2024-12-27T10:00,11.1,70,3,5.5,6,9.4,10.5,14.8,0.00,0.00,0.13
2024-12-27T11:00,13.7,57,0,7.7,350,11.2,10.5,14.8,0.00,0.00,0.23
2024-12-27T12:00,15.2,53,0,10.9,15,12.7,10.7,14.7,0.00,0.00,0.28
2024-12-27T13:00,15.9,49,0,11.7,37,14.0,11.1,14.7,0.00,0.00,0.30
2024-12-27T14:00,16.3,45,0,15.9,53,14.6,11.4,14.7,0.00,0.00,0.29
2024-12-27T15:00,15.8,46,0,18.4,56,14.7,11.7,14.7,0.00,0.00,0.24
2024-12-27T16:00,14.9,51,0,15.9,58,14.3,11.9,14.7,0.00,0.00,0.16
2024-12-27T17:00,12.8,57,0,10.1,60,13.4,12.1,14.7,0.00,0.00,0.06
2024-12-27T18:00,10.7,67,0,7.8,67,12.1,12.2,14.7,0.00,0.00,0.02
2024-12-27T19:00,10.0,68,0,7.1,75,10.9,12.2,14.7,0.00,0.00,0.01
2024-12-27T20:00,9.5,71,0,7.7,76,10.0,12.1,14.7,0.00,0.00,0.01
2024-12-27T21:00,9.2,74,0,6.8,63,9.3,12.0,14.7,0.00,0.00,0.01
2024-12-27T22:00,9.2,75,0,3.2,53,8.7,11.9,14.7,0.00,0.00,0.00
2024-12-27T23:00,8.4,78,0,1.5,46,8.1,11.7,14.7,0.00,0.00,0.00
2024-12-28T00:00,7.5,79,0,0.4,33,7.5,11.5,14.7,0.00,0.00,0.00
2024-12-28T01:00,6.4,78,0,3.2,300,7.0,11.5,14.7,0.00,0.00,0.00
2024-12-28T02:00,5.6,79,0,5.1,273,6.8,11.2,14.7,0.00,0.00,0.00
2024-12-28T03:00,4.7,78,0,5.1,267,6.7,11.0,14.7,0.00,0.00,0.00
2024-12-28T04:00,4.2,76,0,4.8,255,6.4,10.8,14.6,0.00,0.00,0.00
2024-12-28T05:00,3.8,73,0,4.6,240,6.1,10.6,14.6,0.00,0.00,0.00
2024-12-28T06:00,3.4,73,0,4.5,245,5.8,10.4,14.6,0.00,0.00,0.00
2024-12-28T07:00,3.0,76,0,4.3,257,5.6,10.2,14.6,0.00,0.00,0.00
2024-12-28T08:00,4.3,73,0,4.8,264,5.6,10.0,14.6,0.00,0.00,0.01
2024-12-28T09:00,8.6,69,0,6.2,266,6.8,9.9,14.6,0.00,0.00,0.07
2024-12-28T10:00,12.1,56,0,7.2,285,8.7,9.8,14.6,0.00,0.00,0.16
2024-12-28T11:00,13.9,46,0,6.2,304,10.6,9.9,14.5,0.00,0.00,0.23
2024-12-28T12:00,15.1,41,0,6.5,337,12.2,10.1,14.5,0.00,0.00,0.28
2024-12-28T13:00,15.9,38,0,8.3,13,13.6,10.6,14.5,0.00,0.00,0.30
2024-12-28T14:00,15.8,40,0,10.1,21,14.3,10.9,14.5,0.00,0.00,0.28
2024-12-28T15:00,15.1,47,0,10.4,30,14.4,11.1,14.5,0.00,0.00,0.22
2024-12-28T16:00,13.9,57,0,8.0,42,14.0,11.4,14.5,0.00,0.00,0.12
2024-12-28T17:00,10.8,70,0,3.9,54,12.7,11.6,14.5,0.00,0.00,0.02
2024-12-28T18:00,10.1,71,0,1.5,61,11.2,11.7,14.5,0.00,0.00,0.00
2024-12-28T19:00,9.4,72,0,0.7,72,10.0,11.6,14.5,0.00,0.00,0.00
2024-12-28T20:00,8.8,72,0,0.6,72,9.1,11.6,14.5,0.00,0.00,0.00
2024-12-28T21:00,8.5,70,0,0.9,58,8.4,11.4,14.5,0.00,0.00,0.00
2024-12-28T22:00,8.3,69,0,0.4,41,7.8,11.3,14.5,0.00,0.00,0.00
2024-12-28T23:00,8.0,70,2,1.0,18,7.4,11.1,14.5,0.00,0.00,0.00
2024-12-29T00:00,7.1,74,0,3.2,317,7.1,10.9,14.4,0.00,0.00,0.00
2024-12-29T01:00,6.2,71,0,5.0,261,6.9,11.0,14.4,0.00,0.00,0.00
2024-12-29T02:00,5.2,73,0,6.4,255,6.8,10.8,14.4,0.00,0.00,0.00
2024-12-29T03:00,5.0,72,3,7.1,249,6.7,10.6,14.4,0.00,0.00,0.01
2024-12-29T04:00,4.8,70,0,7.6,244,6.5,10.4,14.4,0.00,0.00,0.01
2024-12-29T05:00,4.6,69,0,7.4,246,6.4,10.3,14.4,0.00,0.00,0.01
2024-12-29T06:00,4.1,69,0,7.0,246,6.2,10.1,14.4,0.00,0.00,0.01
2024-12-29T07:00,3.6,71,0,6.8,244,6.0,10.0,14.4,0.00,0.00,0.01
2024-12-29T08:00,4.5,71,1,7.0,237,6.0,9.8,14.4,0.00,0.00,0.02
2024-12-29T09:00,9.3,59,4,6.8,233,7.1,9.7,14.3,0.00,0.00,0.07
2024-12-29T10:00,13.2,55,24,4.9,282,8.9,9.7,14.3,0.00,0.00,0.16
2024-12-29T11:00,15.3,42,60,4.2,353,10.9,9.8,14.3,0.00,0.00,0.24
2024-12-29T12:00,16.4,40,67,7.2,8,12.6,10.0,14.3,0.00,0.00,0.29
2024-12-29T13:00,16.8,41,65,10.8,12,14.0,10.4,14.3,0.00,0.00,0.31
2024-12-29T14:00,16.2,45,32,13.1,16,14.6,10.7,14.3,0.00,0.00,0.28
2024-12-29T15:00,15.4,52,6,12.0,27,14.6,11.1,14.3,0.00,0.00,0.21
2024-12-29T16:00,13.9,64,3,9.8,48,14.2,11.3,14.3,0.00,0.00,0.12
2024-12-29T17:00,10.7,75,17,5.4,75,12.9,11.5,14.3,0.00,0.00,0.03
2024-12-29T18:00,9.6,73,24,5.9,85,11.4,11.6,14.3,0.00,0.00,0.00
2024-12-29T19:00,9.5,71,30,5.1,76,10.2,11.6,14.3,0.00,0.00,0.00
2024-12-29T20:00,9.7,69,5,2.6,64,9.4,11.5,14.2,0.00,0.00,0.00
2024-12-29T21:00,9.1,68,2,1.2,57,8.6,11.4,14.2,0.00,0.00,0.00
2024-12-29T22:00,7.5,68,5,0.9,54,8.0,11.3,14.2,0.00,0.00,0.00
2024-12-29T23:00,5.7,65,50,3.0,194,7.5,11.1,14.2,0.00,0.00,0.00
2024-12-30T00:00,5.0,67,90,6.6,243,7.3,11.0,14.2,0.00,0.00,0.01
2024-12-30T01:00,5.4,65,90,6.1,247,7.3,10.9,14.2,0.00,0.00,0.01
2024-12-30T02:00,5.0,65,29,7.1,247,7.1,10.8,14.2,0.00,0.00,0.01
2024-12-30T03:00,4.5,66,3,7.5,243,6.8,10.6,14.2,0.00,0.00,0.01
2024-12-30T04:00,4.0,67,2,6.7,244,6.6,10.4,14.2,0.00,0.00,0.01
2024-12-30T05:00,3.6,68,6,6.6,240,6.3,10.3,14.2,0.00,0.00,0.01
2024-12-30T06:00,3.6,68,18,7.1,238,6.1,10.1,14.2,0.00,0.00,0.01
2024-12-30T07:00,3.6,68,11,6.6,235,5.9,9.9,14.2,0.00,0.00,0.01
2024-12-30T08:00,4.6,68,4,8.0,229,5.9,9.8,14.1,0.00,0.00,0.03
2024-12-30T09:00,9.3,62,1,9.6,229,7.0,9.6,14.1,0.00,0.00,0.08
2024-12-30T10:00,13.4,53,3,6.5,260,8.9,9.6,14.1,0.00,0.00,0.16
2024-12-30T11:00,15.1,42,8,6.1,327,10.8,9.7,14.1,0.00,0.00,0.24
2024-12-30T12:00,15.9,38,18,7.7,358,12.4,10.0,14.1,0.00,0.00,0.29
2024-12-30T13:00,16.4,38,8,8.5,7,13.8,10.3,14.1,0.00,0.00,0.31
2024-12-30T14:00,16.2,40,12,10.0,12,14.4,10.6,14.1,0.00,0.00,0.28
2024-12-30T15:00,15.4,48,24,10.1,35,14.5,10.9,14.1,0.00,0.00,0.20
2024-12-30T16:00,14.2,57,23,7.4,65,14.0,11.2,14.1,0.00,0.00,0.12
2024-12-30T17:00,11.4,68,20,3.8,66,12.8,11.4,14.1,0.00,0.00,0.03
2024-12-30T18:00,10.8,68,34,1.2,55,11.4,11.5,14.0,0.00,0.00,0.00
2024-12-30T19:00,10.0,66,3,1.1,66,10.3,11.5,14.0,0.00,0.00,0.00
2024-12-30T20:00,9.0,64,6,2.3,102,9.4,11.4,14.0,0.00,0.00,0.00
2024-12-30T21:00,8.1,68,3,2.2,95,8.7,11.3,14.0,0.00,0.00,0.00
2024-12-30T22:00,7.4,71,4,1.6,88,8.1,11.2,14.0,0.00,0.00,0.00
2024-12-30T23:00,6.6,74,4,1.8,132,7.6,11.1,14.0,0.00,0.00,0.00
2024-12-31T00:00,6.6,73,3,1.7,313,7.2,10.9,14.0,0.00,0.00,0.00
2024-12-31T01:00,5.6,71,9,7.3,240,7.1,10.8,14.0,0.00,0.00,0.01
2024-12-31T02:00,5.0,69,9,6.7,246,6.9,10.6,14.0,0.00,0.00,0.01
2024-12-31T03:00,4.8,63,68,7.5,240,6.7,10.5,14.0,0.00,0.00,0.02
2024-12-31T04:00,4.4,61,5,6.0,236,6.5,10.3,14.0,0.00,0.00,0.01
2024-12-31T05:00,3.7,63,10,4.7,229,6.2,10.1,14.0,0.00,0.00,0.01
2024-12-31T06:00,3.9,62,3,6.9,222,6.0,10.0,14.0,0.00,0.00,0.01
2024-12-31T07:00,4.7,58,0,8.3,218,6.0,9.8,14.0,0.00,0.00,0.02
2024-12-31T08:00,6.0,59,1,8.1,224,6.1,9.7,13.9,0.00,0.00,0.03
2024-12-31T09:00,9.4,53,15,9.1,242,7.2,9.6,13.9,0.00,0.00,0.09
2024-12-31T10:00,12.1,48,13,8.4,246,8.8,9.6,13.9,0.00,0.00,0.16
2024-12-31T11:00,14.0,48,16,7.9,272,10.5,9.7,13.9,0.00,0.00,0.23
2024-12-31T12:00,14.8,52,7,5.3,309,12.2,9.9,13.9,0.00,0.00,0.26
2024-12-31T13:00,15.3,52,25,2.8,344,14.1,10.5,13.9,0.00,0.00,0.25
2024-12-31T14:00,15.3,48,40,4.5,2,14.6,10.8,13.9,0.00,0.00,0.21
2024-12-31T15:00,14.9,49,23,8.4,12,14.5,11.1,13.9,0.00,0.00,0.18
2024-12-31T16:00,14.1,54,25,8.7,35,14.0,11.3,13.9,0.00,0.00,0.12
2024-12-31T17:00,11.9,67,30,8.1,56,13.0,11.5,13.9,0.00,0.00,0.04
2024-12-31T18:00,10.2,76,10,7.4,73,11.9,11.6,13.9,0.00,0.00,0.01
2024-12-31T19:00,9.4,79,17,5.5,77,10.8,11.6,13.9,0.00,0.00,0.00
2024-12-31T20:00,8.7,80,9,4.6,109,9.9,11.6,13.9,0.00,0.00,0.00
2024-12-31T21:00,8.2,80,26,2.7,100,9.1,11.5,13.9,0.00,0.00,0.00
2024-12-31T22:00,8.5,79,5,1.3,72,8.6,11.4,13.9,0.00,0.00,0.00
2024-12-31T23:00,7.7,81,7,0.4,48,8.0,11.2,13.9,0.00,0.00,0.00
2025-01-01T00:00,7.1,83,11,1.1,12,7.6,11.1,13.9,0.00,0.00,0.00
2025-01-01T01:00,5.4,79,2,4.2,283,7.0,11.0,13.9,0.00,0.00,0.00
2025-01-01T02:00,4.9,80,10,6.1,257,6.8,10.8,13.9,0.00,0.00,0.00
2025-01-01T03:00,5.2,78,0,6.9,250,6.7,10.6,13.8,0.00,0.00,0.00
2025-01-01T04:00,4.7,78,0,6.2,249,6.4,10.4,13.8,0.00,0.00,0.00
2025-01-01T05:00,4.5,76,9,6.7,225,6.2,10.3,13.8,0.00,0.00,0.00
2025-01-01T06:00,4.3,76,3,6.4,218,5.9,10.1,13.8,0.00,0.00,0.00
2025-01-01T07:00,4.0,81,6,6.2,220,5.7,9.9,13.8,0.00,0.00,0.00
2025-01-01T08:00,5.6,77,42,7.5,219,5.8,9.7,13.8,0.00,0.00,0.02
2025-01-01T09:00,9.0,72,100,9.4,228,7.0,9.6,13.8,0.00,0.00,0.07
2025-01-01T10:00,11.9,65,79,7.7,239,8.7,9.6,13.8,0.00,0.00,0.14
2025-01-01T11:00,13.7,59,1,4.0,265,10.6,9.7,13.8,0.00,0.00,0.21
2025-01-01T12:00,14.8,56,1,6.1,27,12.3,9.9,13.8,0.00,0.00,0.26
2025-01-01T13:00,15.3,56,10,11.3,47,13.1,10.4,13.8,0.00,0.00,0.27
2025-01-01T14:00,15.0,57,75,13.1,43,13.7,10.6,13.8,0.00,0.00,0.23
2025-01-01T15:00,14.7,58,100,13.0,43,13.9,10.9,13.7,0.00,0.00,0.19
2025-01-01T16:00,13.5,66,100,11.8,39,13.6,11.1,13.7,0.00,0.00,0.10
2025-01-01T17:00,12.1,77,63,7.8,14,12.9,11.3,13.7,0.00,0.00,0.04
2025-01-01T18:00,10.6,88,63,2.1,5,11.9,11.4,13.7,0.00,0.00,0.01
2025-01-01T19:00,10.2,87,67,0.6,350,11.0,11.5,13.7,0.10,0.10,0.00
2025-01-01T20:00,9.9,86,71,1.1,50,10.5,11.5,13.7,0.20,0.20,0.00
2025-01-01T21:00,9.8,89,44,3.5,240,10.2,11.4,13.7,0.10,0.10,0.00
2025-01-01T22:00,8.7,90,34,3.7,232,9.6,11.4,13.7,0.10,0.10,0.00
2025-01-01T23:00,8.4,91,40,5.5,238,9.0,11.3,13.7,0.00,0.00,0.00
2025-01-02T00:00,8.1,93,22,6.4,234,8.7,11.2,13.7,0.00,0.00,0.00
2025-01-02T01:00,7.3,96,22,6.7,222,9.0,11.2,13.7,0.00,0.00,0.00
2025-01-02T02:00,6.8,96,54,7.1,223,8.4,11.1,13.7,0.00,0.00,0.00
2025-01-02T03:00,6.2,96,75,6.6,226,7.9,10.9,13.7,0.00,0.00,0.00
2025-01-02T04:00,5.7,98,91,7.7,231,7.5,10.8,13.7,0.00,0.00,0.00
2025-01-02T05:00,5.3,100,100,8.7,222,7.3,10.6,13.7,0.00,0.00,0.00
2025-01-02T06:00,5.2,100,99,9.0,219,7.2,10.5,13.7,0.00,0.00,0.00
2025-01-02T07:00,5.4,100,97,9.4,223,7.1,10.4,13.7,0.00,0.00,0.00
2025-01-02T08:00,6.0,97,24,9.4,225,7.1,10.2,13.7,0.00,0.00,0.01
2025-01-02T09:00,8.5,91,29,9.6,232,7.9,10.1,13.7,0.00,0.00,0.04
2025-01-02T10:00,11.0,87,26,9.6,233,9.4,10.1,13.7,0.00,0.00,0.11
2025-01-02T11:00,13.4,74,3,10.6,256,11.0,10.2,13.7,0.00,0.00,0.19
2025-01-02T12:00,14.8,63,4,6.8,270,12.6,10.4,13.7,0.00,0.00,0.26
2025-01-02T13:00,15.9,59,1,3.7,299,14.5,10.7,13.6,0.00,0.00,0.26
2025-01-02T14:00,16.4,56,2,4.4,335,15.2,11.0,13.6,0.00,0.00,0.26
2025-01-02T15:00,16.2,55,1,5.8,1,15.4,11.3,13.6,0.00,0.00,0.20
2025-01-02T16:00,15.3,63,0,6.9,27,15.0,11.6,13.6,0.00,0.00,0.12
2025-01-02T17:00,12.2,78,0,6.3,52,13.9,11.8,13.6,0.00,0.00,0.03
2025-01-02T18:00,10.5,84,0,4.7,67,12.4,11.9,13.6,0.00,0.00,0.02
2025-01-02T19:00,10.0,83,0,3.1,91,11.2,11.9,13.6,0.00,0.00,0.00
2025-01-02T20:00,9.1,85,0,2.0,113,10.3,11.9,13.6,0.00,0.00,0.00
2025-01-02T21:00,8.4,86,0,1.2,50,9.5,11.8,13.6,0.00,0.00,0.00
2025-01-02T22:00,8.1,87,0,1.9,27,8.9,11.7,13.6,0.00,0.00,0.00
2025-01-02T23:00,7.5,87,0,2.8,184,8.5,11.5,13.6,0.00,0.00,0.00
2025-01-03T00:00,6.9,88,0,4.0,222,8.1,11.4,13.6,0.00,0.00,0.00
2025-01-03T01:00,6.4,89,0,5.1,234,7.8,11.3,13.6,0.00,0.00,0.00
2025-01-03T02:00,6.0,90,0,5.6,229,7.5,11.2,13.6,0.00,0.00,0.00
2025-01-03T03:00,5.8,90,0,5.6,226,7.4,11.0,13.6,0.00,0.00,0.00
2025-01-03T04:00,5.9,87,0,6.3,219,7.2,10.8,13.6,0.00,0.00,0.00
2025-01-03T05:00,5.7,86,0,6.2,221,7.0,10.6,13.6,0.00,0.00,0.00
2025-01-03T06:00,5.5,85,0,6.7,231,6.9,10.5,13.6,0.00,0.00,0.00
2025-01-03T07:00,5.6,83,0,7.7,237,6.7,10.3,13.6,0.00,0.00,0.00
2025-01-03T08:00,6.9,77,0,8.0,241,6.8,10.2,13.6,0.00,0.00,0.02
2025-01-03T09:00,10.7,67,0,10.0,244,7.9,10.1,13.6,0.00,0.00,0.08
2025-01-03T10:00,13.7,58,4,10.5,252,9.6,10.1,13.6,0.00,0.00,0.17
2025-01-03T11:00,15.9,49,0,11.6,258,11.4,10.2,13.6,0.00,0.00,0.26
2025-01-03T12:00,17.3,44,13,11.2,260,13.0,10.4,13.6,0.00,0.00,0.31
2025-01-03T13:00,18.6,40,7,11.0,256,14.4,10.7,13.6,0.00,0.00,0.33
2025-01-03T14:00,19.1,36,2,11.1,255,15.2,11.0,13.6,0.00,0.00,0.32
2025-01-03T15:00,19.3,37,5,8.7,265,15.5,11.3,13.6,0.00,0.00,0.25
2025-01-03T16:00,17.5,52,7,4.3,294,15.2,11.6,13.6,0.00,0.00,0.13
2025-01-03T17:00,14.7,51,6,0.9,309,13.9,11.8,13.6,0.00,0.00,0.02
2025-01-03T18:00,12.7,58,0,0.6,180,12.3,11.9,13.6,0.00,0.00,0.02
2025-01-03T19:00,11.5,55,0,2.4,202,11.1,11.9,13.6,0.00,0.00,0.00
2025-01-03T20:00,9.9,55,65,5.8,222,10.1,11.9,13.6,0.00,0.00,0.02
2025-01-03T21:00,9.2,57,64,6.6,227,9.5,11.8,13.6,0.00,0.00,0.02
2025-01-03T22:00,9.0,58,76,6.6,230,9.1,11.7,13.6,0.00,0.00,0.02
2025-01-03T23:00,8.8,58,16,6.2,221,8.7,11.5,13.6,0.00,0.00,0.02
2025-01-04T00:00,9.1,56,29,4.7,225,8.2,11.4,13.6,0.00,0.00,0.01
2025-01-04T01:00,8.2,57,100,7.2,223,7.8,11.3,13.6,0.00,0.00,0.02
2025-01-04T02:00,7.4,58,100,7.9,221,7.7,11.1,13.6,0.00,0.00,0.02
2025-01-04T03:00,6.8,61,97,8.4,221,7.6,10.9,13.6,0.00,0.00,0.02
2025-01-04T04:00,7.0,61,81,9.2,225,7.6,10.8,13.6,0.00,0.00,0.03
2025-01-04T05:00,6.6,63,7,9.3,224,7.5,10.6,13.6,0.00,0.00,0.02
2025-01-04T06:00,6.5,63,12,10.1,226,7.3,10.5,13.6,0.00,0.00,0.03
2025-01-04T07:00,6.6,62,31,10.5,227,7.2,10.4,13.6,0.00,0.00,0.03
2025-01-04T08:00,7.6,61,47,10.8,228,7.3,10.2,13.5,0.00,0.00,0.04
2025-01-04T09:00,11.8,56,97,10.9,233,8.3,10.1,13.5,0.00,0.00,0.10
